,id_cluster,longitud,latitud
0,0,-3.72805446,40.414929946
1,1,-3.6624469014285714,40.433758084285714
2,2,-3.6991942871428574,40.48198069428571
3,3,-3.61528863125,40.42463604875
4,4,-3.6790781949999998,40.3999941275
5,5,-3.7015434585714284,40.43358918714286
6,6,-3.63294483,40.38494343
7,7,-3.69491557125,40.411863795
8,8,-3.6647796875000003,40.486315454999996
9,9,-3.697177266666667,40.34762765333333
10,10,-3.7656530066666667,40.395575818333334
11,11,-3.7337324442857143,40.43865839285714
12,12,-3.58190525,40.47250056
13,13,-3.7176202544444443,40.403214337777776
14,14,-3.7793743949999996,40.457715390000004
15,15,-3.743810094285714,40.36999739
16,16,-3.651305991666667,40.403225846666665
17,17,-3.65490463,40.4501981725
18,18,-3.74488389,40.472183746666666
19,19,-3.61892169,40.45260744833333
20,20,-3.7175651116666666,40.37876934
21,21,-3.690661295,40.46671911
22,22,-3.60418502,40.3668036825
23,23,-3.740769776,40.387579258
24,24,-3.6404278871428573,40.43119450142857
25,25,-3.6819503266666667,40.43663223888889
26,26,-3.6641145066666665,40.50221394333333
27,27,-3.668839366,40.466902132
28,28,-3.7162414316666665,40.48602101666667
29,29,-3.668430978,40.404956721
30,30,-3.70572623,40.45239054
31,31,-3.66175661,40.37787797
32,32,-3.689591925,40.374206146666666
33,33,-3.68483182,40.50597665666667
34,34,-3.7731482533333334,40.37072317333333
35,35,-3.6835531645454545,40.42432697272727
36,36,-3.587978005,40.452559574999995
37,37,-3.67515524,40.34884445
38,38,-3.718960809,40.432742142
39,39,-3.680808107142857,40.48374160714285
40,40,-3.605713215,40.3999107375
41,41,-3.6286087599999997,40.4050250625
42,42,-3.712288441,40.419592949
43,43,-3.643753144,40.46510908
44,44,-3.699164166666667,40.392011895555555
45,45,-3.649691495,40.485403430000005
46,46,-3.6908413716666666,40.445966551666665
47,47,-3.6721695949999997,40.450594331666665
48,48,-3.66141326,40.41888732428571
49,49,-3.720050515,40.472861635
